i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i60,i61,i62,i63,i64,i65,i66,i67,Recid,o1,o2,o3
3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,5,5,NA,NA,NA,7,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,1,1,NA,NA,4,NA,1,NA,2,3,NA,NA,2266,2,3,NA
3,0,2,1,2,0,0,0,0,NA,0,NA,0,2,3,1,0,0,1,2,3,0,0,0,0,1,0,0,5,5,5,1,0,3,5,0,0,0,NA,NA,0,0,0,NA,1,2,8,0,0,0,2,NA,5,4,0,1,1,0,NA,4,0,0,0,0,0,NA,NA,2267,2,3,NA
3,0,1,1,1,1,0,0,0,NA,0,NA,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3,5,4,5,0,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,3,8,0,0,0,2,2,5,4,0,0,0,0,0,5,0,0,0,1,0,NA,NA,2268,2,3,NA
2,0,0,2,3,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,4,4,5,4,0,0,0,0,0,0,NA,NA,2,2,0,NA,2,4,4,NA,NA,2,0,2,5,4,1,0,0,0,0,4,0,0,0,1,0,NA,NA,2269,2,3,NA
3,0,1,1,1,1,0,0,0,NA,0,NA,0,NA,0,2,1,0,2,NA,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,1,NA,6,0,0,NA,NA,NA,0,0,0,NA,0,4,3,NA,NA,3,NA,2,5,4,0,1,0,0,0,2,0,0,0,2,0,NA,NA,2270,2,3,NA
3,NA,0,1,1,0,1,0,0,NA,0,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,5,2,0,0,2,0,0,0,NA,NA,0,1,0,NA,1,3,3,NA,NA,4,2,0,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2271,2,3,NA
3,0,1,1,3,2,0,0,0,NA,0,NA,NA,NA,1,2,3,1,2,2,0,0,0,0,NA,NA,NA,NA,5,5,5,4,2,0,5,2,1,1,NA,NA,0,0,0,NA,1,3,8,NA,NA,2,0,1,6,NA,1,0,NA,NA,0,5,NA,2,NA,0,3,NA,NA,2272,2,3,NA
3,0,1,1,2,2,1,0,0,NA,0,NA,0,0,1,2,3,0,0,NA,0,0,NA,0,NA,NA,NA,NA,4,4,5,4,0,NA,0,0,0,0,NA,NA,1,1,0,NA,0,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273,2,3,NA
3,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,1,2,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,6,5,0,0,NA,NA,0,0,0,NA,0,1,NA,NA,NA,0,NA,NA,4,4,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,2274,2,3,NA
2,NA,0,0,0,1,0,0,0,NA,0,NA,NA,NA,1,2,4,0,1,2,2,0,0,0,NA,NA,NA,NA,5,3,4,4,0,0,7,6,0,0,NA,NA,0,0,0,NA,2,3,3,NA,NA,1,0,0,5,4,0,0,0,0,NA,4,0,0,0,2,0,NA,NA,2275,2,3,NA
4,0,0,0,3,0,0,0,0,NA,0,NA,NA,0,0,4,3,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,4,0,0,0,NA,NA,1,1,0,NA,1,3,4,NA,NA,3,0,1,6,4,1,1,0,0,0,3,0,1,0,0,0,NA,NA,2276,2,3,NA
3,0,1,0,1,1,0,0,0,NA,0,0,NA,0,1,5,4,1,1,1,0,0,0,0,NA,NA,NA,NA,5,4,4,4,0,0,6,0,0,0,NA,NA,0,0,0,0,0,3,6,NA,NA,NA,NA,2,5,5,NA,2,2,NA,0,5,3,0,0,4,0,NA,NA,2277,2,3,NA
3,0,0,3,3,0,2,1,0,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,3,5,5,0,0,2,0,0,0,NA,NA,1,0,0,0,NA,3,4,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,0,NA,0,NA,0,NA,NA,2278,2,3,NA
3,0,1,2,1,2,0,0,0,NA,0,NA,NA,0,3,4,3,0,2,NA,0,NA,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,2,NA,0,NA,0,NA,NA,0,1,0,NA,1,NA,4,NA,NA,4,NA,0,5,4,0,1,0,NA,0,4,0,0,0,0,0,NA,NA,2279,2,3,NA
3,0,2,0,0,1,0,0,0,NA,0,NA,0,NA,0,0,4,0,2,2,2,0,0,0,NA,NA,NA,NA,5,5,5,4,2,0,4,0,0,0,NA,NA,0,0,0,NA,1,8,4,NA,NA,0,0,0,6,5,0,0,0,0,0,4,1,2,0,0,0,NA,NA,2280,2,3,NA
3,0,2,0,0,NA,0,0,1,NA,0,NA,NA,NA,2,0,NA,NA,NA,2,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,1,0,2,5,4,0,0,0,0,NA,3,0,0,0,0,0,NA,NA,2281,2,3,NA
3,1,3,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,5,5,4,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2282,2,3,NA
4,0,1,0,0,NA,0,0,0,NA,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,6,0,0,0,NA,NA,0,0,0,NA,0,3,8,NA,NA,4,NA,NA,5,4,0,1,NA,NA,NA,3,0,0,0,2,0,NA,NA,2283,2,3,NA
4,0,0,2,2,2,1,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,0,2,0,0,0,NA,NA,NA,NA,4,4,4,4,0,NA,5,0,0,0,NA,NA,0,1,0,NA,1,0,3,NA,NA,NA,NA,2,5,4,NA,NA,0,NA,0,3,0,0,0,NA,1,NA,NA,2284,2,3,NA
1,0,0,1,1,0,0,0,0,NA,0,NA,0,0,0,5,3,1,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,1,0,0,0,NA,NA,0,0,0,NA,0,3,3,NA,NA,3,0,1,5,5,0,0,0,0,0,3,2,0,0,1,0,NA,NA,2285,2,3,NA
3,0,0,0,NA,0,0,NA,1,0,0,1,2,NA,0,NA,0,0,3,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,0,0,0,0,NA,NA,0,0,0,0,1,2,NA,NA,NA,0,NA,NA,5,4,NA,1,0,NA,NA,4,0,0,0,NA,NA,NA,NA,2286,2,3,NA
3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,5,0,0,0,NA,NA,0,0,0,0,0,3,4,NA,NA,NA,NA,NA,5,4,NA,0,1,NA,NA,3,0,0,0,NA,NA,NA,NA,2287,2,3,NA
3,NA,1,2,1,NA,0,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,3,2,0,0,0,NA,NA,NA,NA,5,5,6,3,0,0,0,0,0,0,NA,NA,0,0,0,NA,2,3,3,NA,NA,1,NA,1,5,4,0,0,1,NA,0,4,0,0,0,0,0,NA,NA,2288,2,3,NA
3,1,1,1,1,1,0,0,0,NA,0,NA,0,0,0,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,0,0,0,0,NA,NA,0,1,0,0,0,3,3,NA,NA,0,0,2,5,4,0,0,0,1,0,5,0,0,0,0,4,NA,NA,2289,2,3,NA
3,0,0,1,4,3,0,0,0,NA,0,NA,NA,0,0,2,3,2,1,1,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,1,0,0,0,NA,NA,1,1,0,NA,0,3,1,NA,NA,2,0,2,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2290,2,3,NA
3,0,1,1,1,1,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,4,4,4,0,0,0,3,0,0,0,NA,NA,0,0,0,NA,1,2,4,NA,NA,0,NA,2,5,4,0,0,0,0,1,4,0,0,0,0,0,NA,NA,2291,2,3,NA
3,0,1,0,1,1,0,0,0,NA,0,NA,0,0,0,2,1,0,0,0,2,0,0,0,NA,NA,NA,NA,4,4,5,4,0,NA,5,2,0,0,NA,NA,0,0,0,NA,0,1,5,NA,NA,0,2,2,5,4,0,1,0,0,0,4,0,0,0,0,0,NA,NA,2292,2,3,NA
3,0,1,1,1,NA,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,2,0,0,0,0,NA,NA,NA,NA,5,4,4,NA,1,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,4,NA,NA,1,0,NA,5,NA,0,1,NA,0,0,4,NA,0,NA,0,0,NA,NA,2293,2,3,NA
3,0,0,1,2,0,0,0,0,NA,0,NA,NA,NA,1,0,0,0,2,2,1,0,0,0,NA,NA,NA,NA,5,5,5,4,1,0,5,0,0,0,NA,NA,1,1,0,NA,2,4,8,NA,NA,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2294,2,3,NA
3,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,4,3,NA,NA,0,0,NA,4,4,0,0,0,0,NA,0,0,0,0,1,1,NA,NA,2295,2,3,NA
3,0,1,1,1,1,0,0,0,NA,0,NA,0,0,0,1,0,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,0,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,3,8,NA,NA,0,2,2,5,4,0,0,0,0,0,5,0,0,0,1,0,NA,NA,2296,2,3,NA
3,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,5,4,4,2,1,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,4,NA,NA,NA,0,1,5,4,NA,0,0,NA,0,4,0,0,0,0,0,NA,NA,2297,2,3,NA
4,0,0,1,2,1,0,0,0,NA,0,NA,NA,2,1,4,3,0,0,1,0,0,0,0,NA,NA,NA,NA,5,5,5,2,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,3,4,NA,NA,NA,NA,2,5,5,0,0,NA,NA,NA,2,3,0,0,0,0,NA,NA,2298,2,3,NA
3,0,2,1,1,1,0,0,0,NA,0,NA,0,0,0,2,2,0,0,2,2,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,7,0,0,0,NA,NA,0,0,0,1,0,2,4,NA,NA,1,NA,NA,5,4,0,1,0,0,0,2,0,0,0,0,0,NA,NA,2299,2,3,NA
3,0,2,1,2,0,0,0,0,NA,0,NA,0,2,3,1,0,0,1,2,3,0,0,0,NA,NA,NA,NA,5,5,5,1,0,3,5,0,0,0,NA,NA,0,0,0,NA,1,2,8,NA,NA,0,2,NA,5,4,0,1,1,0,NA,4,0,0,0,0,0,NA,NA,2300,2,3,NA
3,0,1,2,2,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,3,0,0,2,0,0,0,NA,NA,0,1,0,NA,2,3,0,NA,NA,2,0,0,5,5,NA,0,0,NA,0,4,3,0,0,0,0,NA,NA,2301,2,3,NA
3,0,1,2,2,0,0,0,1,NA,0,NA,0,NA,0,0,0,0,1,2,0,0,0,0,NA,NA,NA,NA,4,4,5,4,0,0,3,0,0,0,NA,NA,0,0,0,NA,1,0,4,NA,NA,NA,0,NA,5,4,0,1,1,NA,NA,5,0,0,0,0,0,NA,NA,2302,2,3,NA
NA,NA,NA,NA,0,1,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,2,NA,0,0,NA,NA,NA,NA,NA,NA,3,NA,4,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303,2,3,NA
3,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,NA,1,2,0,NA,0,NA,NA,NA,NA,4,3,5,4,NA,0,7,5,0,0,NA,NA,NA,0,0,0,NA,3,7,NA,NA,0,1,1,5,6,NA,0,0,NA,1,5,3,0,3,0,0,NA,NA,2304,2,3,NA
3,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,5,4,2,1,2,0,0,0,NA,NA,0,0,0,0,NA,1,2,NA,NA,0,1,2,5,4,0,0,0,NA,0,4,0,0,0,0,0,NA,NA,2305,2,3,NA
3,NA,0,NA,NA,NA,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4,4,5,4,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,3,4,NA,NA,NA,1,2,5,4,NA,0,0,NA,NA,3,0,0,0,0,0,NA,NA,2306,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2307,2,3,NA
NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,1,2,5,5,NA,NA,1,NA,NA,4,3,0,0,0,0,NA,NA,2309,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,0,NA,2,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,1,NA,0,NA,0,NA,0,NA,NA,2310,2,3,NA
NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,0,0,0,0,0,NA,NA,NA,NA,4,3,5,4,2,0,7,0,0,0,NA,NA,0,0,0,0,NA,5,5,NA,NA,0,NA,NA,5,NA,NA,0,NA,NA,0,4,NA,0,NA,0,NA,NA,NA,2311,2,3,NA
NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,0,NA,2,NA,0,NA,NA,0,0,0,0,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2312,2,3,NA
NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,0,NA,0,0,0,NA,NA,NA,NA,4,3,4,4,NA,NA,5,0,0,0,NA,NA,1,0,0,1,2,3,0,NA,NA,0,1,2,5,4,0,1,0,0,0,4,0,0,0,3,0,NA,NA,2313,2,3,NA
NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,5,3,4,2,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,2,3,NA,NA,0,1,1,5,4,0,0,0,1,NA,4,0,0,0,0,0,NA,NA,2314,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,2,3,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2,4,NA,NA,0,1,1,5,4,NA,0,0,NA,0,2,0,0,0,0,0,NA,NA,2316,2,3,NA
NA,NA,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,4,3,4,2,0,0,0,0,0,0,NA,NA,0,0,0,1,0,2,3,NA,NA,0,2,2,4,4,0,1,0,0,0,0,0,0,0,0,0,NA,NA,2317,2,3,NA
NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,1,3,NA,NA,0,2,2,5,4,1,0,0,1,0,2,0,0,0,0,0,NA,NA,2318,2,3,NA
NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2319,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,4,NA,NA,0,2,2,5,4,0,0,0,0,NA,3,0,0,0,0,NA,NA,NA,2320,2,3,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2321,2,3,NA
NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322,2,3,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,4,4,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324,2,3,NA
NA,NA,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,NA,1,3,NA,NA,0,2,NA,5,NA,0,0,NA,0,NA,2,NA,0,NA,1,NA,NA,NA,2325,2,3,NA
NA,NA,0,1,2,NA,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,4,4,3,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,5,NA,NA,NA,1,1,5,4,1,NA,1,0,0,4,0,0,0,0,0,NA,NA,2326,2,3,NA
3,NA,1,NA,NA,0,0,NA,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,3,4,NA,NA,1,1,2,5,5,0,0,0,0,0,4,3,0,0,0,0,NA,NA,2327,2,3,NA
2,NA,1,2,NA,2,0,0,0,0,0,0,0,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,0,3,0,0,NA,NA,NA,NA,NA,0,NA,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328,2,3,NA
3,NA,1,NA,NA,1,0,0,0,NA,0,NA,0,0,NA,5,3,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,2,1,0,5,0,0,0,NA,NA,1,1,0,1,0,1,2,NA,NA,NA,NA,2,5,4,NA,NA,NA,NA,1,4,0,0,0,0,0,NA,NA,2329,2,3,NA
NA,NA,NA,NA,4,3,NA,0,0,0,0,0,NA,1,NA,5,5,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,4,4,3,2,1,5,0,0,0,NA,NA,0,NA,0,0,NA,1,1,NA,NA,NA,NA,1,NA,4,NA,NA,0,NA,1,NA,0,NA,0,0,0,NA,NA,2330,2,3,NA
3,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,2,2,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,2331,2,3,NA
3,NA,NA,NA,1,NA,NA,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,4,5,NA,2,1,4,0,0,2,NA,NA,0,1,0,0,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2332,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,2,NA,7,NA,0,NA,NA,NA,0,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334,2,3,NA
4,NA,1,1,2,0,0,0,0,NA,0,NA,NA,0,0,2,NA,NA,0,2,0,0,0,0,NA,NA,NA,NA,4,4,4,1,0,0,5,3,0,0,NA,NA,1,1,0,NA,0,3,4,NA,NA,1,1,2,5,4,1,0,0,0,0,3,0,0,0,0,0,NA,NA,2335,2,3,NA
3,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,2,0,0,0,NA,NA,0,0,0,NA,0,0,2,NA,NA,0,NA,2,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2336,2,3,NA
3,NA,0,1,1,1,0,0,0,NA,0,NA,0,NA,0,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,2,0,0,4,0,0,0,NA,NA,0,0,0,NA,0,2,1,NA,NA,0,NA,2,6,5,0,NA,0,0,0,2,2,1,0,0,0,NA,NA,2337,2,3,NA
3,NA,0,1,1,1,0,0,0,NA,0,NA,0,NA,0,0,0,0,2,0,2,0,0,0,NA,NA,NA,NA,4,4,4,0,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,3,1,NA,NA,1,NA,2,6,4,0,0,0,0,1,3,0,2,0,0,0,NA,NA,2338,2,3,NA
3,NA,0,1,1,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,2,0,0,0,NA,NA,NA,NA,4,4,4,3,2,0,6,2,0,0,NA,NA,1,1,0,NA,0,3,7,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,2339,2,3,NA
3,NA,1,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,5,4,NA,NA,1,NA,NA,NA,4,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,2340,2,3,NA
4,NA,1,1,1,1,0,0,0,NA,0,NA,0,NA,0,2,3,0,3,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,0,0,5,0,0,0,NA,NA,0,0,0,NA,2,3,6,NA,NA,0,2,2,5,4,1,0,0,0,0,4,0,0,0,0,0,NA,NA,2341,2,3,NA
3,NA,0,2,2,2,0,0,0,NA,0,NA,0,NA,0,4,3,0,3,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,1,NA,NA,0,NA,1,5,4,0,0,0,0,0,3,0,0,0,NA,0,NA,NA,2342,2,3,NA
4,NA,0,1,0,1,0,0,1,NA,0,NA,0,NA,2,0,4,0,0,2,2,0,0,0,NA,NA,NA,NA,4,4,4,3,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,4,5,NA,NA,1,NA,2,4,4,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2343,2,3,NA
4,NA,0,1,1,1,0,0,0,NA,0,NA,0,NA,0,0,2,0,2,0,2,0,0,0,NA,NA,NA,NA,4,4,4,3,2,0,5,0,0,0,NA,NA,0,0,0,NA,0,5,4,NA,NA,1,1,NA,6,4,0,0,0,0,0,3,0,2,0,0,0,NA,NA,2344,2,3,NA
3,NA,2,0,1,1,0,0,0,NA,0,NA,0,NA,3,2,4,0,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,4,2,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,1,1,1,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2345,2,3,NA
3,NA,1,1,1,0,0,0,0,NA,0,NA,0,NA,2,4,0,0,1,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,1,0,5,0,0,0,NA,NA,0,0,0,NA,0,3,1,NA,NA,0,1,NA,4,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,NA,2346,2,3,NA
